rank,candidate_id,final_score,semantic_fit_score,skills_match_score,experience_fit_score,employer_tier_score,location_fit_score,behavioral_reliability_multiplier,profile_completeness,applied_penalties,reasoning
331,CAND_0060303,0.1222,0.6905,0.2559,0.6,0.6345,0.6,0.2295,1.0,none,"Krishna Iyer brings 4y of ML/AI experience, most recently at upGrad as AI Research Engineer. Strong hands-on match on FAISS, Weaviate, PyTorch. Willing to relocate from Austin. Available in 90 days · Active GitHub contributor. Note: recent inactivity, longer notice period."
332,CAND_0088369,0.1221,0.5363,0.1379,0.85,0.4533,0.3,0.318,0.8,consulting_penalty,"Amit Pillai brings 9y of ML/AI experience, most recently at Pied Piper as Business Analyst. Strong hands-on match on FastAPI, Sentence Transformers, FAISS. Based in Ahmedabad, Gujarat. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
333,CAND_0080597,0.1218,0.659,0.4309,0.6,0.5,1.0,0.1963,1.0,none,"Pari Sharma brings 4y of ML/AI experience, most recently at BYJU'S as AI Specialist. Strong hands-on match on RAG, Weaviate, scikit-learn. Based in Hyderabad, Telangana. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
334,CAND_0062772,0.1217,0.5402,0.1906,1.0,0.4776,0.3,0.2632,1.0,consulting_penalty,"Sanjay Shah brings 6y of ML/AI experience, most recently at Vedantu as Senior Software Engineer (ML). Strong hands-on match on Milvus, Elasticsearch, TensorFlow. Based in Trivandrum, Kerala. Available in 90 days · Active GitHub contributor. Note: includes consulting history, longer notice period."
335,CAND_0078508,0.1215,0.6169,0.305,0.85,0.5129,0.3,0.2601,0.8,none,"Sai Trivedi brings 5y of ML/AI experience, most recently at Rephrase.ai as AI Research Engineer. Strong hands-on match on Sentence Transformers, Weaviate, pgvector. Based in Chandigarh, Chandigarh. Available in 30 days. Note: lower recruiter responsiveness, recent inactivity."
336,CAND_0028527,0.1214,0.671,0.2453,0.85,0.332,0.6,0.396,1.0,consulting_penalty,"Ela Gupta brings 5y of ML/AI experience, most recently at Tech Mahindra as AI Specialist. Strong hands-on match on PyTorch, scikit-learn, Qdrant. Willing to relocate from Austin. Available in 90 days. Note: includes consulting history, longer notice period."
337,CAND_0033196,0.1213,0.5755,0.1066,0.1,0.5,0.3,0.2891,1.0,none,"Avni Krishnan brings 1y of ML/AI experience, most recently at Wayne Enterprises as Mechanical Engineer. Strong hands-on match on Sentence Transformers, RAG, Pinecone. Based in Ahmedabad, Gujarat. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
338,CAND_0068393,0.1212,0.6438,0.3613,0.6,0.4923,0.3,0.3342,0.8,consulting_penalty,"Pranav Rao brings 4y of ML/AI experience, most recently at Haptik as Junior ML Engineer. Strong hands-on match on FAISS, Information Retrieval, Qdrant. Based in Indore, Madhya Pradesh. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
339,CAND_0025335,0.121,0.6294,0.228,1.0,0.5,1.0,0.2553,0.8,none,"Vivaan Sharma brings 6y of ML/AI experience, most recently at PolicyBazaar as Data Scientist. Strong hands-on match on TensorFlow, BM25, RAG. Willing to relocate from Delhi, Delhi. Available in 45 days. Note: lower recruiter responsiveness, recent inactivity."
340,CAND_0066798,0.1207,0.6443,0.1173,0.85,0.6,0.3,0.3043,0.8,none,"Ritu Dutta brings 5y of ML/AI experience, most recently at Zoho as ML Engineer. Strong hands-on match on Deep Learning, MLflow, FastAPI. Based in Jaipur, Rajasthan. Available in 45 days. Note: lower recruiter responsiveness, recent inactivity."
341,CAND_0003491,0.1206,0.5288,0.179,0.6,0.7077,0.3,0.3018,0.8,none,"Sai Dutta brings 4y of ML/AI experience, most recently at Swiggy as Frontend Engineer. Strong hands-on match on RAG, MLflow, FastAPI. Based in Bhubaneswar, Odisha. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity."
342,CAND_0093883,0.1203,0.6743,0.2008,0.85,0.4153,0.3,0.3665,0.8,consulting_penalty,"Pranav Singh brings 5y of ML/AI experience, most recently at Wysa as AI Research Engineer. Strong hands-on match on BM25, Milvus, Qdrant. Based in Bhubaneswar, Odisha. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness."
343,CAND_0038944,0.1202,0.5421,0.2482,1.0,0.763,0.65,0.2526,0.8,none,"Suresh Mukherjee brings 6y of ML/AI experience, most recently at PhonePe as Senior Data Engineer. Strong hands-on match on MLflow, BM25, scikit-learn. Based in Kolkata, West Bengal. Available in 90 days. Note: recent inactivity, longer notice period."
344,CAND_0006324,0.1201,0.5954,0.1198,0.6,0.3956,0.85,0.3687,0.8,consulting_penalty,"Kiara Dalal brings 11y of ML/AI experience, most recently at Dunder Mifflin as Mechanical Engineer. Strong hands-on match on Sentence Transformers, Pinecone, FAISS. Willing to relocate from Ahmedabad, Gujarat. Available in 60 days. Note: includes consulting history, recent inactivity."
345,CAND_0039383,0.1201,0.6809,0.388,1.0,0.5905,1.0,0.1879,1.0,none,"Riya Malhotra brings 7y of ML/AI experience, most recently at Meesho as Applied ML Engineer. Strong hands-on match on pgvector, FAISS, Elasticsearch. Willing to relocate from Gurgaon, Haryana. Available in 90 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
346,CAND_0017590,0.1198,0.6314,0.4317,0.85,0.2833,1.0,0.3665,1.0,consulting_penalty,"Sunil Agarwal brings 5y of ML/AI experience, most recently at Genpact AI as AI Research Engineer. Strong hands-on match on Sentence Transformers, FAISS, TensorFlow. Willing to relocate from Kolkata, West Bengal. Available in 45 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
347,CAND_0005644,0.1197,0.5414,0.0947,0.85,0.4684,1.0,0.3136,0.8,consulting_penalty,"Jay Tiwari brings 8y of ML/AI experience, most recently at Infosys as Business Analyst. Strong hands-on match on Information Retrieval, Sentence Transformers, FAISS. Based in Pune, Maharashtra. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
348,CAND_0014392,0.1197,0.513,0.1634,0.85,0.5,0.65,0.273,0.8,none,"Ira Naidu brings 5y of ML/AI experience, most recently at Stark Industries as Content Writer. Strong hands-on match on Information Retrieval, RAG, FAISS. Based in Chennai, Tamil Nadu. Available in 30 days. Note: lower recruiter responsiveness, recent inactivity."
349,CAND_0063045,0.1192,0.5113,0.179,0.85,0.5532,1.0,0.2323,1.0,none,"Jay Ghosh brings 9y of ML/AI experience, most recently at Hooli as Content Writer. Strong hands-on match on Information Retrieval, Docker, Sentence Transformers. Based in Noida, Uttar Pradesh. Available in 90 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
350,CAND_0031796,0.1191,0.607,0.2107,0.35,0.4014,0.3,0.3087,1.0,consulting_penalty,"Manish Bansal brings 12y of ML/AI experience, most recently at Wayne Enterprises as Mechanical Engineer. Strong hands-on match on FastAPI, Pinecone, Sentence Transformers. Based in Vizag, Andhra Pradesh. Available in 60 days · Active GitHub contributor. Note: includes consulting history, recent inactivity."
351,CAND_0093530,0.1191,0.5216,0.2297,0.35,0.5,1.0,0.2592,1.0,none,"Manish Gupta brings 3y of ML/AI experience, most recently at Vedantu as Senior Software Engineer (ML). Strong hands-on match on Sentence Transformers, Deep Learning, pgvector. Based in Hyderabad, Telangana. Available in 90 days · Active GitHub contributor. Note: recent inactivity, longer notice period."
352,CAND_0089546,0.1186,0.6445,0.4963,0.6,0.5667,0.65,0.2176,1.0,none,"Ishaan Mittal brings 4y of ML/AI experience, most recently at Wysa as Machine Learning Engineer. Strong hands-on match on PyTorch, Qdrant, TensorFlow. Based in Bangalore, Karnataka. Available in 90 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
353,CAND_0092641,0.1185,0.5127,0.1313,0.1,0.4797,1.0,0.2814,1.0,consulting_penalty,"Ira Naidu brings 14y of ML/AI experience, most recently at Dunder Mifflin as Content Writer. Strong hands-on match on Docker, FAISS, Sentence Transformers. Based in Hyderabad, Telangana. Available in 60 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness."
354,CAND_0017336,0.1184,0.6118,0.1877,0.1,0.5705,0.6,0.2502,1.0,none,"Mira Bose brings 14y of ML/AI experience, most recently at Dunder Mifflin as Civil Engineer. Strong hands-on match on Docker, FAISS, Information Retrieval. Willing to relocate from Berlin. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
355,CAND_0015493,0.118,0.5205,0.2,1.0,0.7013,0.3,0.2525,1.0,none,"Tanvi Shetty brings 6y of ML/AI experience, most recently at CRED as Data Scientist. Strong hands-on match on TensorFlow, scikit-learn, PyTorch. Based in Vizag, Andhra Pradesh. Available in 30 days · Active GitHub contributor. Note: lower recruiter responsiveness."
356,CAND_0052016,0.1179,0.5763,0.1268,0.85,0.315,0.85,0.497,0.8,consulting_penalty,"Rajesh Saxena brings 5y of ML/AI experience, most recently at Hooli as Business Analyst. Strong hands-on match on Pinecone, RAG, FAISS. Willing to relocate from Coimbatore, Tamil Nadu. Available in 30 days. Note: includes consulting history, recent inactivity."
357,CAND_0030946,0.1176,0.6231,0.1358,1.0,0.5291,1.0,0.2487,1.0,consulting_penalty,"Diya Goyal brings 6y of ML/AI experience, most recently at Yellow.ai as Junior ML Engineer. Strong hands-on match on Elasticsearch, BM25, Sentence Transformers. Willing to relocate from Mumbai, Maharashtra. Available in 60 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness."
358,CAND_0034645,0.1165,0.5697,0.3255,0.35,0.5,0.65,0.254,0.85,none,"Kavya Chowdary brings 3y of ML/AI experience, most recently at upGrad as Senior Software Engineer (ML). Strong hands-on match on BM25, MLflow, Information Retrieval. Based in Chennai, Tamil Nadu. Available in 90 days. Note: longer notice period."
359,CAND_0042441,0.1163,0.6783,0.3305,0.6,0.5,0.3,0.2693,0.8,none,"Ira Chopra brings 4y of ML/AI experience, most recently at Nykaa as AI Research Engineer. Strong hands-on match on Qdrant, Sentence Transformers, RAG. Based in Indore, Madhya Pradesh. Available in 90 days. Note: recent inactivity, longer notice period."
360,CAND_0027061,0.1162,0.6125,0.1445,1.0,0.4186,0.65,0.3218,0.65,consulting_penalty,"Pooja Chatterjee brings 7y of ML/AI experience, most recently at Wipro as Project Manager. Strong hands-on match on Sentence Transformers, Information Retrieval, FAISS. Based in Chennai, Tamil Nadu. Available in 30 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, incomplete profile details."
361,CAND_0056121,0.1162,0.596,0.1095,0.1,0.5,0.65,0.325,0.8,none,"Kiara Bansal brings 1y of ML/AI experience, most recently at Dunder Mifflin as Civil Engineer. Strong hands-on match on Information Retrieval, Kubernetes, Docker. Based in Kolkata, West Bengal. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity."
362,CAND_0089495,0.1162,0.6266,0.2543,0.6,0.6529,0.3,0.2424,1.0,none,"Mira Saxena brings 4y of ML/AI experience, most recently at Swiggy as Senior Software Engineer (ML). Strong hands-on match on PyTorch, Milvus, FAISS. Based in Jaipur, Rajasthan. Available in 90 days · Active GitHub contributor. Note: recent inactivity, longer notice period."
363,CAND_0046621,0.1159,0.6059,0.5412,1.0,0.5564,0.65,0.1944,1.0,none,"Aarav Sharma brings 6y of ML/AI experience, most recently at upGrad as AI Research Engineer. Strong hands-on match on Pinecone, TensorFlow, pgvector. Based in Kolkata, West Bengal. Available in 45 days. Note: lower recruiter responsiveness, recent inactivity."
364,CAND_0012411,0.1155,0.5365,0.1613,1.0,0.5,0.85,0.2499,0.8,none,"Siya Malhotra brings 6y of ML/AI experience, most recently at Pied Piper as Content Writer. Strong hands-on match on Information Retrieval, Pinecone, RAG. Willing to relocate from Indore, Madhya Pradesh. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity."
365,CAND_0064222,0.115,0.5584,0.177,0.1,0.3997,1.0,0.4284,0.8,consulting_penalty,"Pari Arora brings 14y of ML/AI experience, most recently at Initech as Business Analyst. Strong hands-on match on Kubernetes, Information Retrieval, Pinecone. Based in Noida, Uttar Pradesh. Available in 30 days. Note: includes consulting history, lower recruiter responsiveness."
366,CAND_0076831,0.1147,0.6655,0.4667,0.6,0.6851,1.0,0.187,1.0,none,"Myra Verma brings 4y of ML/AI experience, most recently at Krutrim as Search Engineer. Strong hands-on match on Milvus, BM25, PyTorch. Willing to relocate from Delhi, Delhi. Available in 90 days · Active GitHub contributor. Note: lower recruiter responsiveness, longer notice period."
367,CAND_0022260,0.1143,0.614,0.1124,1.0,0.5525,1.0,0.2479,0.8,none,"Neha Kumar brings 6y of ML/AI experience, most recently at Stark Industries as Project Manager. Strong hands-on match on Information Retrieval, Pinecone, RAG. Based in Gurgaon, Haryana. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity."
368,CAND_0033577,0.1142,0.5967,0.1951,0.6,0.572,0.3,0.27,0.8,none,"Ayaan Sethi brings 4y of ML/AI experience, most recently at Hooli as Mechanical Engineer. Strong hands-on match on FAISS, RAG, Pinecone. Based in Jaipur, Rajasthan. Available in 30 days. Note: lower recruiter responsiveness."
369,CAND_0044262,0.1141,0.6161,0.2068,1.0,0.4512,0.85,0.273,0.8,consulting_penalty,"Karan Nair brings 6y of ML/AI experience, most recently at upGrad as Data Scientist. Strong hands-on match on Weaviate, Sentence Transformers, PyTorch. Willing to relocate from Trivandrum, Kerala. Available in 90 days. Note: includes consulting history, recent inactivity, longer notice period."
370,CAND_0007391,0.1137,0.6356,0.3609,0.6,0.702,0.3,0.2212,1.0,none,"Ritu Krishnan brings 4y of ML/AI experience, most recently at Locobuzz as Data Scientist. Strong hands-on match on Information Retrieval, TensorFlow, PyTorch. Based in Coimbatore, Tamil Nadu. Available in 90 days · Active GitHub contributor. Note: recent inactivity, longer notice period."
371,CAND_0078262,0.1137,0.5835,0.3667,0.6,0.5216,0.85,0.2553,1.0,consulting_penalty,"Amit Joshi brings 4y of ML/AI experience, most recently at Yellow.ai as ML Engineer. Strong hands-on match on MLflow, RAG, FAISS. Willing to relocate from Kochi, Kerala. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
372,CAND_0074225,0.1136,0.6386,0.4436,0.6,0.549,0.85,0.2002,1.0,none,"Kabir Agarwal brings 4y of ML/AI experience, most recently at Unacademy as Machine Learning Engineer. Strong hands-on match on Milvus, Qdrant, Elasticsearch. Willing to relocate from Vizag, Andhra Pradesh. Available in 120 days · Active GitHub contributor. Note: longer notice period."
373,CAND_0074548,0.1134,0.5883,0.1383,0.85,0.5,1.0,0.269,0.8,none,"Divya Mittal brings 5y of ML/AI experience, most recently at Stark Industries as Mechanical Engineer. Strong hands-on match on Pinecone, RAG, FAISS. Based in Gurgaon, Haryana. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity."
374,CAND_0091275,0.1134,0.575,0.1247,0.6,0.533,0.85,0.2911,0.65,none,"Aadhya Sharma brings 9y of ML/AI experience, most recently at Wayne Enterprises as Mechanical Engineer. Strong hands-on match on Information Retrieval, FAISS, Pinecone. Willing to relocate from Ahmedabad, Gujarat. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity, incomplete profile details."
375,CAND_0032270,0.1131,0.5759,0.2626,0.6,0.3452,0.3,0.448,1.0,consulting_penalty,"Aisha Shetty brings 4y of ML/AI experience, most recently at Tech Mahindra as Data Scientist. Strong hands-on match on RAG, Information Retrieval, FAISS. Based in Vizag, Andhra Pradesh. Available in 60 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness."
